593d2c24c2304df3b3c77f03ca8f90be,New York Life Insurance,6359625.59
f3e3fa1a362f42dea1e90d07af6f7823,Duke Energy,6236146.68
481b47becd444665a18e62c5d7cf199c,Agua Caliente Band of Cahuilla Indians,6214889.42
7e5d9e2fec084c2fa0257f6ae93068fa,US Government,6209322.91
c731bfe879c44d6fae99d482d04f1c57,Cassidy & Assoc,6170314.00
74a1dca1259b4f60bca481d4c76e2a1f,Harvard University,6138627.58
ba4ec2f815014e6e88d74dadc358879e,National Assn of Broadcasters,6136810.00
40c76edefeba4349bf8daba7020b6c2d,American Farm Bureau,6092896.37
faf4219b8571448682cab3c4dd5365b9,Blank Rome LLP,6048758.42
e20f02b97362476f9542809e1ec3d242,CSX Corp,6041038.18
eb846f01cd554c478c9ca399ec31d957,Weyerhaeuser Co,5945859.05
5f5e9875e0c64328baf13e6f5e83814c,Abbott Laboratories,5936799.52
b4614b84ac6440fdb1d34d27d29ca3e4,Cassidy & Assoc/Interpublic Group,5873877.00
e96b99aef8334f50bacd5bd80c6d5d71,League of Conservation Voters,5821666.08
fb0d8efe49354b1dbf7e46abdc13a110,Independent Insurance Agents of America,5810523.00
7250c2ce77cc49e4919a728b9afa8e22,Democratic National Cmte,5798813.89
71b3809eeedd44189e93f2b2a984abec,Viacom Inc,5798481.00
440d027d703e46e1aa0ad8a6caee52c0,Cisco Systems,5797027.52
1f47a254de684d75808e14c387b769c2,Bohemian Foundation,5796816.00
b0798b0da8954bb4bc41a95a052a7fc0,American Physical Therapy Assn,5791146.51
9c1373cdb0204496b01c5b935c625c87,Caterpillar Inc,5777703.85
72ce11333dcc48b09ec60e643f3f596c,UnitedHealth Group,5760149.26
e8d0b02cf65b4816bca8eb8c15c0bb26,Qwest Communications,5739822.58
3abcda7d0c81429e96d4b0c319e87225,Harrah's Entertainment,5734357.37
d6402cfa776a40bf900b1389a9fd07c6,American Express,5678941.91
73f5c6693a6949e4861ed516ddc505d2,United Technologies,5638888.00
27f7d09714c946e7a6beb1a3c64e3d12,SENATE REPUBLICAN CAMPAIGN CMTE OF PENNSYLVANIA,5606319.42
ad923134fcc042f89d169413a8988202,Valero Energy,5582482.58
afe90b49089f4c3a9b72919ec34b0e67,Williams & Jensen,5575847.00
bc4fafb768504995af13a1488bba0a22,CALIFORNIA MEDICAL ASSOC,5573769.97
c24ef68246554310aa03888ea10cd9bf,National Venture Capital Assn,5544553.00
d83dcfd5a1334de08d0e7746a40ec891,Morongo Band of Mission Indians,5512910.44
0c040c87b9484269893be92d2b1ec3c8,MGM Mirage,5481827.13
3015f385aaa9454895e342ba5ffe0e3f,Bricklayers Union,5465913.56
8b946cec819a49108e9717753c8ede93,Massachusetts Mutual Life Insurance,5440273.00
06f1b88bfbe24f07b71bb3d68779cc8c,Pechanga Band of Mission Indians,5439041.20
039ef37e4c084c1d9d43c2ddf7f271ef,HOUSE DEMOCRATIC CAUCUS FUND OF OHIO,5425646.58
d217c11daa3b4010a65cea6749433c99,US Dept of State,5418339.00
092bf1c84d3d419caba6a5d63f81f650,Amgen Inc,5417090.39
1dd08892117849c2838a7a2830f61109,International Longshoremens Assn,5392795.00
34ae11421b5e4053964c8977c58fdce1,Contran Corp,5387453.00
2e46db5d438f4d838066383761a96c8c,American Trucking Assns,5364363.00
7b5c958cbb1b4184bb3aba7056f8accf,Home Depot,5355832.86
c53157a14c2f49dcb406007c6b28cb85,SAN DIEGO READER,5342278.60
51804e5c64dd46888606123a2918c497,AMERICAN AIRLINES,5327768.44
96dac0d3e4334b4fb1f2bcd0d40efe5f,Household International,5278076.41
ae22b08efe0941d5921114eeb4465ffc,Freedom Project,5275126.00
0d4eebd7aefc499397ca188acf571499,AmeriPAC: The Fund for a Greater America,5271100.00
6f888816ce6a4db2b5e6779c4f3b9dfa,Alabama Farmers Federation,5271091.44
f423776763214d4fa63d86566d4e13a1,WELLPOINT INC,5252053.90
246b43cbd25446fa84c168b3eb34dfa0,Indep Insurance Agents & Brokers/America,5222507.30
b942235b50994069aafa167ca9eca33e,Senate Majority Fund,5217752.96
a3bf2b2a33a84534a706a2d04c52de95,Planned Parenthood,5215650.17
31c7265f01ab4a608311a9cd5181cb37,Soros Fund Management,5201094.27
2360407fbe4e4ad083f57d42fc364712,Cigna Corp,5196414.06
ee60f08a4d3441c9bc0f49619db8b6bb,Republican Party of Alabama,5194247.81
f8c8e395f18a4a449ea0a19b279762e5,Elliott Management,5120467.00
d2bfa0f582b546a78c271d2ca12d8981,Dairy Farmers of America,5116141.00
